epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
104,2204,,,0.05296909436583519
104,2204,0.0488276369869709,,
105,2225,,,0.05301564931869507
105,2225,0.04854373261332512,,
106,2246,,,0.05282526835799217
106,2246,0.04833007976412773,,
107,2249,,0.043178871273994446,
107,2267,,,0.05227987840771675
107,2267,0.04798174649477005,,
108,2288,,,0.052070338279008865
108,2288,0.04759670048952103,,
109,2299,,0.05054941028356552,
109,2309,,,0.052898649126291275
109,2309,0.04741029813885689,,
110,2330,,,0.05171246826648712
110,2330,0.04712231084704399,,
111,2349,,0.039079904556274414,
111,2351,,,0.05110276862978935
111,2351,0.04699299484491348,,
112,2372,,,0.05064321309328079
112,2372,0.04658588021993637,,
113,2393,,,0.0521814338862896
113,2393,0.04632590711116791,,
114,2399,,0.04287582263350487,
114,2414,,,0.05186254158616066
114,2414,0.04614829272031784,,
115,2435,,,0.051040612161159515
115,2435,0.0460832342505455,,
116,2449,,0.04228498414158821,
116,2456,,,0.05067453905940056
116,2456,0.04561091214418411,,
117,2477,,,0.050155650824308395
117,2477,0.04531354084610939,,
118,2498,,,0.049727413803339005
118,2498,0.0451749749481678,,
119,2499,,0.0474654920399189,
119,2519,,,0.04978882148861885
119,2519,0.04488956183195114,,
120,2540,,,0.050362564623355865
120,2540,0.04480205848813057,,
121,2549,,0.0405123345553875,
121,2561,,,0.04897524416446686
121,2561,0.044128336012363434,,
122,2582,,,0.04890398681163788
122,2582,0.04411032423377037,,
123,2599,,0.05108579620718956,
123,2603,,,0.04888460412621498
123,2603,0.043642155826091766,,
124,2624,,,0.05023779720067978
124,2624,0.04349416121840477,,
125,2645,,,0.04818644002079964
125,2645,0.043489355593919754,,
126,2649,,0.04125368222594261,
126,2666,,,0.049398865550756454
126,2666,0.04296015948057175,,
127,2687,,,0.04834503307938576
127,2687,0.04315315559506416,,
128,2699,,0.04654262214899063,
128,2708,,,0.048655785620212555
128,2708,0.04254915937781334,,
129,2729,,,0.04786008223891258
129,2729,0.042378999292850494,,
130,2749,,0.04945734888315201,
130,2750,,,0.04688979312777519
130,2750,0.04257379099726677,,
131,2771,,,0.047507964074611664
131,2771,0.04196501895785332,,
132,2792,,,0.049325112253427505
132,2792,0.04178505763411522,,
133,2799,,0.03614489734172821,
133,2813,,,0.04652383551001549
133,2813,0.042204588651657104,,
134,2834,,,0.046587154269218445
134,2834,0.04132452979683876,,
135,2849,,0.030093150213360786,
135,2855,,,0.04745497554540634
135,2855,0.04107038304209709,,
136,2876,,,0.04612948000431061
136,2876,0.04094654694199562,,
137,2897,,,0.04598427936434746
137,2897,0.0405547097325325,,
138,2899,,0.04522906243801117,
138,2918,,,0.04574762284755707
138,2918,0.04053556174039841,,
139,2939,,,0.0471864715218544
139,2939,0.04001503437757492,,
140,2949,,0.030394859611988068,
140,2960,,,0.04559352993965149
140,2960,0.04000023752450943,,
141,2981,,,0.045966971665620804
141,2981,0.039726242423057556,,
142,2999,,0.038674041628837585,
142,3002,,,0.046059709042310715
142,3002,0.03942238166928291,,
143,3023,,,0.04528139904141426
143,3023,0.03947826847434044,,
144,3044,,,0.044921085238456726
144,3044,0.03897237032651901,,
145,3049,,0.03427155315876007,
145,3065,,,0.04642447829246521
145,3065,0.03957041725516319,,
146,3086,,,0.04512212797999382
146,3086,0.03865605592727661,,
147,3099,,0.030810339376330376,
147,3107,,,0.045482832938432693
147,3107,0.038337793201208115,,
148,3128,,,0.044720955193042755
148,3128,0.03837202116847038,,
149,3149,,0.02380014769732952,
149,3149,,,0.04481590539216995
149,3149,0.038002461194992065,,
150,3170,,,0.04429033771157265
150,3170,0.03768398240208626,,
151,3191,,,0.04490730166435242
151,3191,0.037601370364427567,,
152,3199,,0.03284228593111038,
152,3212,,,0.043687768280506134
152,3212,0.03731732815504074,,
153,3233,,,0.04369635507464409
153,3233,0.037311356514692307,,
154,3249,,0.03950447589159012,
154,3254,,,0.043763235211372375
154,3254,0.03701883181929588,,
155,3275,,,0.044161032885313034
155,3275,0.036789312958717346,,
156,3296,,,0.043940603733062744
156,3296,0.036734968423843384,,
157,3299,,0.03724699467420578,
157,3317,,,0.044340502470731735
157,3317,0.03643479943275452,,
