bce_loss,epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss_batch
,0,49,,0.3047715425491333,
,0,99,,0.14400142431259155,
,0,149,,0.8985337018966675,
,0,199,,0.2485078126192093,
,0,249,,0.6881617307662964,
,0,299,,0.21190957725048065,
,0,349,,0.19724318385124207,
,0,399,,1.1284489631652832,
,0,449,,0.3856375515460968,
,0,499,,1.1344460248947144,
,0,549,,0.47915804386138916,
,0,599,,0.4365072250366211,
,0,649,,0.2800673246383667,
,0,699,,0.3152482211589813,
0.2057967334985733,0,718,,,0.3402114510536194
,0,718,0.32898375391960144,,
,1,749,,0.2173970341682434,
,1,799,,0.1981302797794342,
,1,849,,0.5487709045410156,
,1,899,,0.8614212274551392,
,1,949,,0.2618199586868286,
,1,999,,0.6350792646408081,
,1,1049,,0.33668723702430725,
,1,1099,,0.2130277454853058,
,1,1149,,0.8108798265457153,
,1,1199,,0.1706549972295761,
,1,1249,,0.24267011880874634,
,1,1299,,0.513783872127533,
,1,1349,,0.35714903473854065,
,1,1399,,0.2566339373588562,
0.18851642310619354,1,1437,,,0.31962868571281433
,1,1437,0.2938991189002991,,
,2,1449,,0.15522681176662445,
,2,1499,,0.22918348014354706,
,2,1549,,0.14012347161769867,
,2,1599,,0.12880554795265198,
,2,1649,,0.36185210943222046,
,2,1699,,0.18034705519676208,
,2,1749,,0.18076984584331512,
,2,1799,,0.1820201873779297,
,2,1849,,0.51602703332901,
,2,1899,,0.24900929629802704,
,2,1949,,0.3694721758365631,
,2,1999,,0.3833962082862854,
,2,2049,,0.19128358364105225,
,2,2099,,0.3803466856479645,
,2,2149,,0.2178778052330017,
0.1837485432624817,2,2156,,,0.31424644589424133
,2,2156,0.28018105030059814,,
,3,2199,,0.13651765882968903,
,3,2249,,0.24275091290473938,
,3,2299,,0.3400300145149231,
,3,2349,,0.22542688250541687,
,3,2399,,0.24631650745868683,
,3,2449,,0.2461240589618683,
,3,2499,,0.20123852789402008,
,3,2549,,0.1707358956336975,
,3,2599,,0.2584702968597412,
,3,2649,,0.29396378993988037,
,3,2699,,0.1771342158317566,
,3,2749,,0.4237980544567108,
,3,2799,,0.4510975182056427,
,3,2849,,0.29769447445869446,
0.18271306157112122,3,2875,,,0.3137226998806
,3,2875,0.27086061239242554,,
,4,2899,,0.8202231526374817,
,4,2949,,0.1577799916267395,
,4,2999,,0.3223147392272949,
,4,3049,,0.15090307593345642,
,4,3099,,0.4215555489063263,
,4,3149,,0.22812724113464355,
,4,3199,,0.17294739186763763,
,4,3249,,0.45961233973503113,
,4,3299,,0.23063597083091736,
,4,3349,,0.19415366649627686,
,4,3399,,0.3027842938899994,
,4,3449,,0.2902939021587372,
,4,3499,,0.2554095983505249,
,4,3549,,0.24076807498931885,
0.18326206505298615,4,3594,,,0.3145263195037842
,4,3594,0.26369208097457886,,
,5,3599,,0.19047990441322327,
,5,3649,,0.1367768794298172,
,5,3699,,0.2572338879108429,
,5,3749,,0.16227155923843384,
,5,3799,,0.15399883687496185,
,5,3849,,0.2209579348564148,
,5,3899,,0.310602605342865,
,5,3949,,0.3127059042453766,
,5,3999,,0.2644383907318115,
,5,4049,,0.25870823860168457,
,5,4099,,0.38174450397491455,
,5,4149,,0.23599927127361298,
,5,4199,,0.24299633502960205,
,5,4249,,0.26277920603752136,
,5,4299,,0.20695985853672028,
0.18431393802165985,5,4313,,,0.3148844838142395
,5,4313,0.25817131996154785,,
,6,4349,,0.1763523817062378,
,6,4399,,0.08939523994922638,
,6,4449,,0.1464003026485443,
,6,4499,,0.23342998325824738,
,6,4549,,0.18982331454753876,
,6,4599,,0.15414126217365265,
,6,4649,,0.197862908244133,
,6,4699,,0.3557518720626831,
,6,4749,,0.29523566365242004,
,6,4799,,0.14311298727989197,
,6,4849,,0.38328635692596436,
,6,4899,,0.16963443160057068,
,6,4949,,0.27745747566223145,
,6,4999,,0.31512558460235596,
0.17760521173477173,6,5032,,,0.2914507985115051
,6,5032,0.2434108406305313,,
,7,5049,,0.08058015257120132,
,7,5099,,0.11817187815904617,
,7,5149,,0.19061027467250824,
,7,5199,,0.23174375295639038,
,7,5249,,0.1664472073316574,
,7,5299,,0.22265228629112244,
,7,5349,,0.11250635981559753,
,7,5399,,0.1148202121257782,
,7,5449,,0.18600761890411377,
,7,5499,,0.1983211189508438,
,7,5549,,0.31820517778396606,
,7,5599,,0.3358553946018219,
,7,5649,,0.2334860861301422,
,7,5699,,0.2257746011018753,
,7,5749,,0.14953191578388214,
0.17732325196266174,7,5751,,,0.2894107699394226
,7,5751,0.23917187750339508,,
,8,5799,,0.4626489281654358,
,8,5849,,0.6269872784614563,
,8,5899,,0.10697532445192337,
,8,5949,,0.20483745634555817,
,8,5999,,0.44986265897750854,
,8,6049,,0.40308254957199097,
,8,6099,,0.1664629876613617,
,8,6149,,0.3686860501766205,
,8,6199,,0.12651938199996948,
,8,6249,,0.3018508851528168,
,8,6299,,0.2949768304824829,
,8,6349,,0.15931427478790283,
,8,6399,,0.3880235552787781,
,8,6449,,0.23255254328250885,
0.17787136137485504,8,6470,,,0.2894446551799774
,8,6470,0.23750640451908112,,
,9,6499,,0.8241020441055298,
,9,6549,,0.2161085158586502,
,9,6599,,0.13440902531147003,
,9,6649,,0.1276206225156784,
,9,6699,,0.14002320170402527,
,9,6749,,0.2860509753227234,
,9,6799,,0.14748446643352509,
,9,6849,,0.15070852637290955,
,9,6899,,0.20374056696891785,
,9,6949,,0.16228392720222473,
,9,6999,,0.19894996285438538,
,9,7049,,0.14014676213264465,
,9,7099,,0.28383195400238037,
,9,7149,,0.2090248316526413,
0.17876946926116943,9,7189,,,0.29006025195121765
,9,7189,0.23620657622814178,,
,10,7199,,0.16016288101673126,
,10,7249,,0.21164201200008392,
,10,7299,,0.16449575126171112,
,10,7349,,0.15368257462978363,
,10,7399,,0.10494882613420486,
,10,7449,,0.12224884331226349,
,10,7499,,0.15479041635990143,
,10,7549,,0.13851398229599,
,10,7599,,0.22243951261043549,
,10,7649,,0.17721675336360931,
,10,7699,,0.3054324984550476,
,10,7749,,0.11796781420707703,
,10,7799,,0.1567876636981964,
,10,7849,,0.18613868951797485,
,10,7899,,0.21439270675182343,
0.17829234898090363,10,7908,,,0.28838324546813965
,10,7908,0.2325628250837326,,
,11,7949,,0.13870874047279358,
,11,7999,,0.1751011461019516,
,11,8049,,0.11831687390804291,
,11,8099,,0.11798294633626938,
,11,8149,,0.162321537733078,
,11,8199,,0.14463454484939575,
,11,8249,,0.4747295677661896,
,11,8299,,0.15726768970489502,
,11,8349,,0.18794840574264526,
,11,8399,,0.14042557775974274,
,11,8449,,0.2660716772079468,
,11,8499,,0.22586876153945923,
,11,8549,,0.17615927755832672,
,11,8599,,0.3511160910129547,
0.17871910333633423,11,8627,,,0.28836992383003235
,11,8627,0.23216412961483002,,
,12,8649,,0.1853184998035431,
,12,8699,,0.08796046674251556,
,12,8749,,0.14926384389400482,
,12,8799,,0.11626287549734116,
,12,8849,,0.12522104382514954,
,12,8899,,0.193210169672966,
,12,8949,,0.18908675014972687,
,12,8999,,0.10801772028207779,
,12,9049,,0.12081918865442276,
,12,9099,,0.6066053509712219,
,12,9149,,0.194280207157135,
,12,9199,,0.09885891526937485,
,12,9249,,0.1837647557258606,
,12,9299,,0.23569510877132416,
0.17917504906654358,12,9346,,,0.2884761691093445
,12,9346,0.23207032680511475,,
