epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,20,,,0.37100380659103394
0,20,0.47640591859817505,,
1,41,,,0.31873685121536255
1,41,0.3484303057193756,,
2,49,,0.2884216904640198,
2,62,,,0.2875900864601135
2,62,0.30782145261764526,,
3,83,,,0.25865229964256287
3,83,0.27906736731529236,,
4,99,,0.2447414994239807,
4,104,,,0.22983935475349426
4,104,0.24999907612800598,,
5,125,,,0.20902012288570404
5,125,0.2253713607788086,,
6,146,,,0.19266875088214874
6,146,0.20672984421253204,,
7,149,,0.18664157390594482,
7,167,,,0.17951668798923492
7,167,0.1929101049900055,,
8,188,,,0.16816535592079163
8,188,0.18075813353061676,,
9,199,,0.1578563004732132,
9,209,,,0.15842391550540924
9,209,0.17025445401668549,,
10,230,,,0.15015730261802673
10,230,0.16008934378623962,,
11,249,,0.13493181765079498,
11,251,,,0.14233236014842987
11,251,0.15206193923950195,,
12,272,,,0.13555432856082916
12,272,0.14418278634548187,,
13,293,,,0.12861250340938568
13,293,0.13644126057624817,,
14,299,,0.1527637541294098,
14,314,,,0.12321857362985611
14,314,0.12973597645759583,,
15,335,,,0.11788785457611084
15,335,0.12468789517879486,,
16,349,,0.12887386977672577,
16,356,,,0.11366237699985504
16,356,0.1194399744272232,,
17,377,,,0.10923877358436584
17,377,0.11411614716053009,,
18,398,,,0.10527422279119492
18,398,0.11044450104236603,,
19,399,,0.09639158844947815,
19,419,,,0.1019522026181221
19,419,0.10691148042678833,,
20,440,,,0.0990542396903038
20,440,0.10379048436880112,,
21,449,,0.10447341948747635,
21,461,,,0.0965307280421257
21,461,0.1002749502658844,,
22,482,,,0.09414353221654892
22,482,0.09665549546480179,,
23,499,,0.10068627446889877,
23,503,,,0.09205525368452072
23,503,0.09484727680683136,,
24,524,,,0.09000054746866226
24,524,0.09237173944711685,,
25,545,,,0.08819589018821716
25,545,0.09005461633205414,,
26,549,,0.07749208807945251,
26,566,,,0.08630164712667465
26,566,0.08809402585029602,,
27,587,,,0.08458369225263596
27,587,0.08653496205806732,,
28,599,,0.07355546206235886,
28,608,,,0.08349066227674484
28,608,0.08419916778802872,,
29,629,,,0.0818745493888855
29,629,0.08258678764104843,,
30,649,,0.08910511434078217,
30,650,,,0.08086609095335007
30,650,0.08137728273868561,,
31,671,,,0.07974357903003693
31,671,0.08022776246070862,,
32,692,,,0.07868985086679459
32,692,0.07882434129714966,,
33,699,,0.08253399282693863,
33,713,,,0.07779746502637863
33,713,0.07717698812484741,,
34,734,,,0.07649828493595123
34,734,0.0758460983633995,,
35,749,,0.07953888922929764,
35,755,,,0.075437530875206
35,755,0.07472839206457138,,
36,776,,,0.0750177800655365
36,776,0.07374759763479233,,
37,797,,,0.07357678562402725
37,797,0.07145415991544724,,
38,799,,0.0656118243932724,
38,818,,,0.07332942634820938
38,818,0.07186118513345718,,
39,839,,,0.07347387075424194
39,839,0.07034195214509964,,
40,849,,0.06503478437662125,
40,860,,,0.07179530709981918
40,860,0.07038804143667221,,
41,881,,,0.07092500478029251
41,881,0.06885865330696106,,
42,899,,0.056049149483442307,
42,902,,,0.07038043439388275
42,902,0.0682331770658493,,
43,923,,,0.0700678899884224
43,923,0.06674538552761078,,
44,944,,,0.06918508559465408
44,944,0.06601511687040329,,
45,949,,0.0648905411362648,
45,965,,,0.0685311108827591
45,965,0.06550879031419754,,
46,986,,,0.06801259517669678
46,986,0.06525100767612457,,
47,999,,0.06567486375570297,
47,1007,,,0.0681634172797203
47,1007,0.06444493681192398,,
48,1028,,,0.06700397282838821
48,1028,0.0636773630976677,,
49,1049,,0.09771967679262161,
49,1049,,,0.06684352457523346
49,1049,0.06214255467057228,,
50,1070,,,0.06612810492515564
50,1070,0.06196420639753342,,
51,1091,,,0.06615488231182098
51,1091,0.06149708107113838,,
52,1099,,0.07791529595851898,
52,1112,,,0.06573312729597092
52,1112,0.060968972742557526,,
53,1133,,,0.06501810252666473
53,1133,0.06060611084103584,,
54,1149,,0.05172812566161156,
54,1154,,,0.06453324854373932
54,1154,0.060037512332201004,,
55,1175,,,0.06436694413423538
55,1175,0.0598631426692009,,
56,1196,,,0.06352359801530838
56,1196,0.0583159513771534,,
57,1199,,0.05462191626429558,
57,1217,,,0.06291933357715607
57,1217,0.057399529963731766,,
58,1238,,,0.06294708698987961
58,1238,0.05806206539273262,,
59,1249,,0.06169003248214722,
59,1259,,,0.06283588707447052
59,1259,0.056656986474990845,,
60,1280,,,0.06231822073459625
60,1280,0.05647601559758186,,
61,1299,,0.04621003940701485,
61,1301,,,0.06180237978696823
61,1301,0.05588044971227646,,
62,1322,,,0.06203458085656166
62,1322,0.055941492319107056,,
63,1343,,,0.06104031577706337
63,1343,0.05555557459592819,,
64,1349,,0.043079569935798645,
64,1364,,,0.061487529426813126
64,1364,0.05381813645362854,,
65,1385,,,0.060601502656936646
65,1385,0.05346374958753586,,
66,1399,,0.06341934949159622,
66,1406,,,0.06016148626804352
66,1406,0.05388706177473068,,
67,1427,,,0.060574352741241455
67,1427,0.05399399623274803,,
68,1448,,,0.05992601439356804
68,1448,0.053466539829969406,,
69,1449,,0.04311385005712509,
69,1469,,,0.060246020555496216
69,1469,0.053192537277936935,,
70,1490,,,0.060011912137269974
70,1490,0.05241692066192627,,
71,1499,,0.04266047105193138,
71,1511,,,0.060422323644161224
71,1511,0.052180949598550797,,
72,1532,,,0.05930646136403084
72,1532,0.0517561137676239,,
73,1549,,0.0521579273045063,
73,1553,,,0.059072818607091904
73,1553,0.05070120841264725,,
74,1574,,,0.060103341937065125
74,1574,0.05121871456503868,,
75,1595,,,0.05931064486503601
75,1595,0.050126057118177414,,
76,1599,,0.05592954903841019,
76,1616,,,0.05870351567864418
76,1616,0.05036758631467819,,
77,1637,,,0.0591479130089283
77,1637,0.05001688003540039,,
78,1649,,0.043189406394958496,
78,1658,,,0.058534543961286545
