bce_loss,epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss_batch
,0,49,,0.28466275334358215,
,0,99,,0.30851343274116516,
,0,149,,0.33765995502471924,
,0,199,,0.2870216369628906,
,0,249,,0.5537835955619812,
,0,299,,0.24384289979934692,
,0,349,,0.26890048384666443,
,0,399,,0.38740259408950806,
,0,449,,0.31932687759399414,
,0,499,,0.31535646319389343,
,0,549,,0.23456470668315887,
,0,599,,0.2501486539840698,
,0,649,,0.4517029821872711,
,0,699,,0.3125306963920593,
0.2008180171251297,0,722,,,0.32231003046035767
,0,722,0.3399941623210907,,
,1,749,,0.20022349059581757,
,1,799,,0.22166705131530762,
,1,849,,0.5955947637557983,
,1,899,,0.42287012934684753,
,1,949,,0.19409088790416718,
,1,999,,0.17439889907836914,
,1,1049,,0.2487577348947525,
,1,1099,,0.2501564621925354,
,1,1149,,0.23208358883857727,
,1,1199,,0.294932097196579,
,1,1249,,0.2274092435836792,
,1,1299,,0.4427093267440796,
,1,1349,,0.24148264527320862,
,1,1399,,0.5272504687309265,
0.1855187565088272,1,1445,,,0.30321207642555237
,1,1445,0.3030274510383606,,
,2,1449,,0.20198257267475128,
,2,1499,,0.5015885233879089,
,2,1549,,0.2669726014137268,
,2,1599,,0.5913293361663818,
,2,1649,,0.6451225876808167,
,2,1699,,0.29396548867225647,
,2,1749,,0.23441629111766815,
,2,1799,,0.3807138204574585,
,2,1849,,1.3240548372268677,
,2,1899,,0.22170329093933105,
,2,1949,,0.4251318573951721,
,2,1999,,0.5339651703834534,
,2,2049,,0.2483837604522705,
,2,2099,,0.38078171014785767,
,2,2149,,0.2998618483543396,
0.1824263632297516,2,2168,,,0.2982980012893677
,2,2168,0.2905273139476776,,
,3,2199,,0.2757587432861328,
,3,2249,,0.20332030951976776,
,3,2299,,0.12158919125795364,
,3,2349,,0.17523989081382751,
,3,2399,,0.32432645559310913,
,3,2449,,0.35795700550079346,
,3,2499,,0.21617482602596283,
,3,2549,,0.26805561780929565,
,3,2599,,0.2654282748699188,
,3,2649,,0.44637390971183777,
,3,2699,,0.15137752890586853,
,3,2749,,0.24182267487049103,
,3,2799,,0.3863680362701416,
,3,2849,,0.4117567837238312,
0.1806403547525406,3,2891,,,0.2955820560455322
,3,2891,0.28217992186546326,,
,4,2899,,0.28555601835250854,
,4,2949,,0.6247262954711914,
,4,2999,,0.20489703118801117,
,4,3049,,0.22426263988018036,
,4,3099,,0.16548839211463928,
,4,3149,,0.17176729440689087,
,4,3199,,0.22242581844329834,
,4,3249,,0.20749999582767487,
,4,3299,,0.29262596368789673,
,4,3349,,0.26147547364234924,
,4,3399,,0.33974573016166687,
,4,3449,,0.2725194990634918,
,4,3499,,0.18082842230796814,
,4,3549,,0.2547813057899475,
,4,3599,,0.16371038556098938,
0.17993754148483276,4,3614,,,0.2946988046169281
,4,3614,0.2763901650905609,,
,5,3649,,0.18841908872127533,
,5,3699,,0.0877377986907959,
,5,3749,,0.39763662219047546,
,5,3799,,0.1817627102136612,
,5,3849,,0.23246945440769196,
,5,3899,,0.16236774623394012,
,5,3949,,0.13144144415855408,
,5,3999,,0.21927958726882935,
,5,4049,,0.2751561999320984,
,5,4099,,0.2142319530248642,
,5,4149,,0.32571324706077576,
,5,4199,,0.2131693959236145,
,5,4249,,0.27627110481262207,
,5,4299,,0.23368653655052185,
0.18171459436416626,5,4337,,,0.29570233821868896
,5,4337,0.27083829045295715,,
,6,4349,,0.34107857942581177,
,6,4399,,0.3203341066837311,
,6,4449,,0.43351322412490845,
,6,4499,,0.19762541353702545,
,6,4549,,0.12065563350915909,
,6,4599,,0.23952461779117584,
,6,4649,,0.3080546259880066,
,6,4699,,0.12921454012393951,
,6,4749,,0.2819429039955139,
,6,4799,,0.22443707287311554,
,6,4849,,0.15682144463062286,
,6,4899,,0.25201159715652466,
,6,4949,,0.19213949143886566,
,6,4999,,0.23302167654037476,
,6,5049,,0.27056705951690674,
0.183406800031662,6,5060,,,0.29715487360954285
,6,5060,0.2650741636753082,,
,7,5099,,0.13424347341060638,
,7,5149,,0.12193223834037781,
,7,5199,,0.308206707239151,
,7,5249,,0.1622217297554016,
,7,5299,,0.19317591190338135,
,7,5349,,0.1645999252796173,
,7,5399,,0.29973775148391724,
,7,5449,,0.24469101428985596,
,7,5499,,0.39701107144355774,
,7,5549,,0.1621166169643402,
,7,5599,,0.3368283212184906,
,7,5649,,0.17644035816192627,
,7,5699,,0.21496397256851196,
,7,5749,,0.3337937891483307,
0.16290606558322906,7,5783,,,0.2742963135242462
,7,5783,0.2474495768547058,,
,8,5799,,0.3738587200641632,
,8,5849,,0.1355265974998474,
,8,5899,,0.09368351101875305,
,8,5949,,0.0849854052066803,
,8,5999,,0.12228243052959442,
,8,6049,,0.14452765882015228,
,8,6099,,0.22894582152366638,
,8,6149,,0.1953110247850418,
,8,6199,,0.15090908110141754,
,8,6249,,0.25112172961235046,
,8,6299,,0.36666998267173767,
,8,6349,,0.194602370262146,
,8,6399,,0.22756627202033997,
,8,6449,,0.1721806526184082,
,8,6499,,0.23250223696231842,
0.16284610331058502,8,6506,,,0.2740548551082611
,8,6506,0.2426065057516098,,
,9,6549,,0.22148066759109497,
,9,6599,,0.09779155254364014,
,9,6649,,0.12201078236103058,
,9,6699,,0.17768803238868713,
,9,6749,,0.3389263451099396,
,9,6799,,0.2257310450077057,
,9,6849,,0.35235267877578735,
,9,6899,,0.5232396125793457,
,9,6949,,0.12927554547786713,
,9,6999,,0.14588850736618042,
,9,7049,,0.21834038197994232,
,9,7099,,0.20063087344169617,
,9,7149,,0.18275977671146393,
,9,7199,,0.3060777187347412,
0.16368049383163452,9,7229,,,0.27456122636795044
,9,7229,0.24044901132583618,,
,10,7249,,0.23831607401371002,
,10,7299,,0.14808811247348785,
,10,7349,,0.1746370792388916,
,10,7399,,0.32012060284614563,
,10,7449,,0.15586623549461365,
,10,7499,,0.34869715571403503,
,10,7549,,0.1900811642408371,
,10,7599,,0.10085958987474442,
,10,7649,,0.19009189307689667,
,10,7699,,0.12968842685222626,
,10,7749,,0.21340928971767426,
,10,7799,,0.3797267973423004,
,10,7849,,0.2246873825788498,
,10,7899,,0.28399932384490967,
